evalNum,writeNum,writelnNum,escapeNum,unescapeNum,fromCharCodeNum,splitNum,subStringNum,charAtNum,ActiveXObjectNum,createElementNum,locationNum,URLNum,referrerNum,replaceNum,setTimeoutNum,reloadNum,strAllNum,idenAllNum,Tag
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,49,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,15,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,18,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,243,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,0,50,86,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,25,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,15,1
2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,29,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,26,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,506,36,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,506,36,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,15,1
0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,25,29,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2216,3,1
0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,31,73,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,1,0,0,55,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,62,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119,41,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,579,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,21,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,32,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,34,87,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231,15,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,15,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1
0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,25,29,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,70,204,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,33,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,53,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,26,56,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231,15,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,15,1
0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,26,56,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,89,17,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,53,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,861,935,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,21,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,8,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,18,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,0,50,86,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,923,1954,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,86,17,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,34,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,110,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,93,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,21,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,15,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1
0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,25,29,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,131,210,1
2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,29,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,53,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,17,51,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255,15,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,45,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,90,17,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,26,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,50,86,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
